galaxy_id,source_file,distance_mpc,r_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,sb_disk_lpc2,sb_bulge_lpc2,v_bar_kms,residual_v2_kms2,quality_flag,data_source,data_mode
NGC5907,NGC5907_rotmod.dat,17.3,27.68,229.0,2.0,54.3,177.97,0.0,4.72,0.0,186.069371203323,17819.189099999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,30.2,218.0,2.0,64.08,169.55,0.0,3.15,0.0,181.25520378736718,14670.551099999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,32.71,214.0,2.0,61.58,162.23,0.0,2.08,0.0,173.52426141609132,15685.330700000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,35.23,213.0,2.0,64.96,155.53,0.0,1.3,0.0,168.5508306120145,16959.617499999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,37.75,211.0,2.0,61.95,149.39,0.0,0.8,0.0,161.72561516346136,18365.825399999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,40.26,217.0,2.0,63.21,143.82,0.0,0.5,0.0,157.09772913699294,22409.303499999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,42.78,216.0,3.0,60.7,138.81,0.0,0.31,0.0,151.50150527305001,23703.293899999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,45.29,215.0,3.0,60.57,134.25,0.0,0.2,0.0,147.28132060787615,24533.212599999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,47.81,217.0,5.0,60.07,130.16,0.0,0.12,0.0,143.35281824924127,26538.9695,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5907,NGC5907_rotmod.dat,17.3,50.33,214.0,5.0,62.33,126.52,0.0,0.0,0.0,141.04020455175183,25903.660700000004,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,3.54,223.0,8.0,-9.23,117.85,111.1,339.07,0.95,162.22523046678035,23411.9746,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,4.23,230.0,6.13,-10.88,124.82,101.71,298.47,0.1,161.37946244798314,26856.6691,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,4.97,248.0,5.1,-12.52,131.42,93.86,286.51,0.01,161.98045067229563,35266.3336,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,5.74,258.0,6.6,-13.93,141.81,87.33,272.43,0.0,167.12465377675431,38633.350099999996,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,6.47,263.0,7.0,-14.91,151.83,82.27,259.83,0.0,173.3291951749618,39125.990099999995,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,7.22,272.0,6.25,-15.46,163.57,77.87,245.34,0.0,181.81829775905393,40926.10660000001,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,8.02,287.0,4.01,-16.0,173.43,73.88,221.13,0.0,189.18831702829857,46576.780699999996,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,8.79,289.0,7.25,-16.33,181.85,70.57,206.96,0.0,195.74528423438457,45204.78369999999,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,9.5,292.0,6.93,-16.22,190.1,67.89,195.87,0.0,202.5096306351873,44253.849500000004,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,10.27,302.0,10.4,-15.46,200.43,65.29,182.8,0.0,211.36220239200762,46530.01940000001,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,11.08,302.0,10.3,-13.5,209.52,62.86,157.0,0.0,219.162633676455,43171.74,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,11.82,304.0,10.4,-9.2,214.14,60.86,137.98,0.0,222.8105006502162,42771.480800000005,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,12.56,303.0,10.4,5.72,217.36,59.04,121.99,0.0,225.30825462019806,41045.1904,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,13.39,305.0,10.1,13.39,220.24,57.18,107.78,0.0,227.93530244347846,41070.4979,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,14.1,300.0,8.78,17.64,222.33,55.72,94.35,0.0,229.88370298914188,37153.4831,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,14.93,295.0,9.72,21.66,222.27,54.15,78.95,0.0,229.79410566853105,34219.66899999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,15.64,294.0,5.32,24.38,221.26,52.91,70.86,0.0,228.80087434273497,34086.1599,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,16.35,290.0,5.32,26.24,221.1,51.75,65.3,0.0,228.586548379383,31848.18989999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,17.18,291.0,4.03,27.98,220.98,50.48,55.24,0.0,228.39280023678504,32517.728800000004,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,17.89,286.0,3.25,29.72,218.99,49.47,45.95,0.0,226.46672912372804,30508.820599999992,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,18.72,287.0,3.61,31.57,215.15,48.36,40.15,0.0,222.76641802569793,32744.123000000007,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,19.44,294.0,3.35,33.2,212.39,47.46,37.57,0.0,220.14586914134907,37971.79630000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,20.26,290.0,3.75,35.16,210.49,46.49,34.32,0.0,218.41150564931326,36396.41420000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,20.98,288.0,3.04,37.01,208.75,45.68,31.09,0.0,216.8708486634384,35911.034999999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,21.69,290.0,6.4,38.65,206.74,44.93,28.12,0.0,215.0673266677205,37846.045,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,22.52,294.0,4.19,40.5,204.38,44.09,25.48,0.0,212.96798468314432,41080.637500000004,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,23.23,297.0,4.12,41.91,202.43,43.41,23.71,0.0,211.23158168228537,43590.21890000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,24.06,293.0,5.15,43.22,200.72,42.66,22.0,0.0,209.70541814650377,41872.63760000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,24.77,291.0,6.21,44.2,199.42,42.04,20.53,0.0,208.54097439112533,41191.66200000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,25.95,297.0,4.0,45.18,197.86,41.07,18.46,0.0,207.06655186195573,45332.4431,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,28.92,292.0,4.0,43.33,193.43,38.91,10.08,0.0,202.0065392505896,44457.3581,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,31.76,288.0,4.0,45.72,184.74,37.13,6.27,0.0,193.9015804474012,45346.17710000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC5985,NGC5985_rotmod.dat,39.7,34.72,285.0,4.0,47.57,180.34,35.51,3.62,0.0,189.85884388144788,45178.6194,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,0.34,35.5,2.1,-2.27,41.97,0.0,934.63,0.0,42.03134306681146,-506.3837999999996,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,0.67,62.4,4.2,-3.73,62.26,0.0,735.05,0.0,62.37163217360918,3.5395000000003165,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,1.0,90.7,3.8,-5.02,80.4,0.0,565.71,0.0,80.55656646108994,1737.1295999999984,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,1.32,104.0,2.0,-6.13,86.74,0.0,426.63,0.0,86.95633674436843,3254.5955000000013,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,1.65,105.0,2.4,-7.07,92.13,0.0,379.56,0.0,92.40087553697745,2487.0782000000017,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,1.98,108.0,2.0,-7.85,97.94,0.0,356.73,0.0,98.25408948232129,2010.1339000000007,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,2.31,116.0,2.3,-8.46,104.95,0.0,324.56,0.0,105.29042739014787,2369.9259,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,2.63,130.0,3.3,-8.8,112.27,0.0,313.54,0.0,112.61435476883042,4218.007100000001,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,2.96,141.0,2.2,-8.85,120.94,0.0,291.35,0.0,121.26337493241725,5176.1939,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,3.28,146.0,1.6,-8.55,129.34,0.0,267.64,0.0,129.622290135609,4514.061900000001,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,3.61,150.0,1.4,-7.82,137.29,0.0,237.08,0.0,137.51253215616384,3590.3035000000054,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,3.94,152.0,1.1,-6.39,143.65,0.0,203.58,0.0,143.79205332701804,2427.845400000002,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,4.27,155.0,1.3,-3.64,148.22,0.0,167.76,0.0,148.26468898561112,2042.5820000000058,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,4.6,152.0,1.8,4.74,149.97,0.0,135.4,0.0,150.04488828347334,590.5315000000046,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,4.94,150.0,2.4,8.31,149.81,0.0,108.33,0.0,150.04030191918437,-12.092200000002777,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,5.3,147.0,5.5,11.17,147.82,0.0,88.44,0.0,148.24142909456856,-366.5212999999967,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,5.63,145.0,3.8,13.71,145.9,0.0,80.36,0.0,146.54273813464795,-449.77410000000236,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,5.96,152.0,4.1,15.93,145.72,0.0,73.42,0.0,146.58814174413973,1615.916699999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,6.27,149.0,1.4,18.03,145.22,0.0,63.15,0.0,146.33499000580824,787.0707000000039,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,8.24,149.0,4.0,27.98,136.77,0.0,23.82,0.0,139.60269803983016,2712.0867,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,10.3,146.0,4.0,36.61,123.8,0.0,11.23,0.0,129.0996982955421,4649.267900000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,11.13,149.0,3.2,39.92,119.88,0.0,8.66,0.0,126.35197188805563,6236.1792000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,11.95,152.0,2.8,43.13,116.47,0.0,5.98,0.0,124.19926650347014,7678.5422,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,12.72,153.0,2.4,45.67,112.55,0.0,3.85,0.0,121.46296307928603,8655.748599999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,13.58,156.0,2.2,47.33,108.33,0.0,2.84,0.0,118.21809421573332,10360.4822,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,14.43,158.0,2.8,48.11,104.74,0.0,2.01,0.0,115.26074657054758,11678.960300000004,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,15.29,158.0,3.1,48.44,101.4,0.0,1.41,0.0,112.37612557834515,12335.6064,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,16.02,159.0,3.8,48.44,98.71,0.0,0.96,0.0,109.95498033286168,13190.902300000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,16.88,161.0,3.6,48.11,95.6,0.0,0.61,0.0,107.02304471467815,14467.067900000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,17.73,163.0,4.0,47.66,92.8,0.0,0.44,0.0,104.3231307045566,15685.684399999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,18.59,162.0,4.8,47.0,90.22,0.0,0.3,0.0,101.7283067783987,15895.3516,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,19.32,164.0,5.7,46.67,88.2,0.0,0.22,0.0,99.78641641025095,16938.6711,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,20.18,165.0,7.0,46.56,85.97,0.0,0.15,0.0,97.7684739576107,17666.3255,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,21.04,166.0,6.3,46.12,83.92,0.0,0.1,0.0,95.75813699106725,18386.3792,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,21.89,163.0,7.0,45.56,82.02,0.0,0.07,0.0,93.82427191297569,17766.006,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,22.63,159.0,8.5,45.34,80.48,0.0,0.05,0.0,92.37286398071677,16748.253999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,23.48,155.0,9.1,45.12,78.82,0.0,0.04,0.0,90.8207399221125,15776.593200000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,24.34,154.0,8.0,44.68,77.25,0.0,0.03,0.0,89.24048912909431,15752.1351,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,25.19,149.0,5.4,44.57,75.79,0.0,0.02,0.0,87.9238818524296,14470.391,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,25.93,153.0,3.1,46.56,74.58,0.0,0.01,0.0,87.92047543092565,15678.99,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,26.78,156.0,3.0,42.58,73.28,0.0,0.01,0.0,84.75266839457034,17152.9852,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,27.64,151.0,9.4,40.7,72.03,0.0,0.01,0.0,82.73337234755996,15956.1891,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,28.37,158.0,7.7,39.26,71.03,0.0,0.0,0.0,81.15792321147701,18377.3915,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6015,NGC6015_rotmod.dat,17.0,29.23,152.0,3.4,38.26,69.88,0.0,0.0,0.0,79.66832494787373,16756.958,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,1.33,175.0,13.6,0.0,53.18,236.8,581.62,2991.9,242.6980683895115,-28277.352399999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,2.34,237.0,3.65,0.0,84.9,258.48,514.34,1233.0,272.06602213433416,-17850.920400000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,3.33,247.0,3.81,0.0,110.89,258.69,455.95,695.85,281.45533961891715,-18208.108199999988,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,4.34,242.0,3.56,0.0,133.39,255.32,403.21,384.39,288.06456654715447,-24417.194499999983,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,5.35,240.0,4.2,0.11,152.34,247.96,356.56,251.03,291.0182971910873,-27091.649300000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,6.34,233.0,4.59,0.0,168.35,242.98,316.08,149.16,295.60277891115976,-33092.00289999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,7.34,233.0,4.63,0.0,182.51,235.83,279.86,69.12,298.2041062762215,-34636.68900000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,8.32,247.0,6.41,1.96,192.78,226.67,230.3,32.44,297.5689145391366,-27538.25889999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,9.34,248.0,7.64,15.34,198.8,216.7,211.43,14.68,294.47520370992186,-25211.645599999974,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,10.38,242.0,9.05,25.14,207.14,206.98,188.77,6.55,293.90426944840385,-27815.719599999968,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,11.36,252.0,12.5,33.65,211.69,198.54,161.01,3.07,292.1696599580456,-21859.110199999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,12.34,245.0,8.72,41.56,213.57,190.81,145.9,1.44,289.3921813041949,-23722.834600000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,13.32,247.0,4.44,48.79,217.57,183.83,140.98,0.68,288.9820719352673,-22501.6379,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,14.3,238.0,9.29,54.63,223.69,177.48,132.1,0.32,290.72461780867474,-27876.80339999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,15.47,249.0,9.98,60.46,231.69,170.69,115.4,0.13,294.05908215867095,-24469.743799999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,16.35,250.0,6.15,63.83,234.56,166.06,99.41,0.06,294.39528885496793,-24168.5861,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,17.92,253.0,6.96,68.08,238.09,158.63,84.92,0.02,294.08368094812744,-22476.211400000015,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,19.1,258.0,15.4,69.27,241.54,153.66,72.44,0.01,294.5357365414255,-20187.300099999993,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,22.52,254.0,6.51,67.69,240.74,141.52,36.49,0.0,287.34229431115773,-18049.594099999988,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,26.05,256.0,7.73,66.4,225.1,131.58,17.4,0.0,269.058109708665,-6856.266399999993,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,29.48,255.0,8.5,63.14,208.87,123.68,9.64,0.0,250.81881687784113,2114.9210999999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,33.0,244.0,5.75,61.55,195.11,116.89,7.64,0.0,235.625946576348,4016.413299999993,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6195,NGC6195_rotmod.dat,127.8,36.43,246.0,4.24,65.91,185.57,111.25,6.5,0.0,226.17894574871465,9359.08449999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,0.76,77.0,10.0,4.04,70.72,0.0,834.73,0.0,70.83530193342865,911.3599999999988,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,1.52,100.0,5.0,7.62,123.17,0.0,563.29,0.0,123.40548326553403,-5228.9133,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,2.28,110.0,2.0,9.72,142.64,0.0,225.6,0.0,142.97079422035816,-8340.647999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,3.04,118.0,2.0,12.42,134.42,0.0,66.48,0.0,134.99256572122775,-4298.992799999993,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,3.79,121.0,2.0,13.35,121.97,0.0,28.63,0.0,122.69842460276334,-413.90339999999924,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,4.55,121.0,2.0,14.78,111.53,0.0,14.64,0.0,112.50506344160692,1983.610700000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,5.31,117.0,2.0,17.55,103.23,0.0,8.92,0.0,104.7111999740238,2724.564599999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,6.07,116.0,2.0,19.2,96.65,0.0,6.87,0.0,98.53863455518349,3746.137499999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,6.83,116.0,2.0,20.33,91.96,0.0,5.31,0.0,94.18041463064388,4586.049499999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,7.59,116.0,2.0,21.66,87.62,0.0,2.98,0.0,90.25752046228614,5309.579999999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,8.35,115.0,1.0,22.79,83.25,0.0,1.95,0.0,86.31307316971167,5775.053399999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,9.11,115.0,1.0,23.92,79.58,0.0,1.74,0.0,83.09718888145375,6319.8571999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,9.86,116.0,1.0,24.84,76.81,0.0,1.53,0.0,80.72670995401708,6939.198299999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,10.64,117.0,1.0,25.46,74.18,0.0,0.83,0.0,78.42757168241282,7538.115999999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,11.38,117.0,1.0,26.38,71.5,0.0,0.58,0.0,76.21124851358886,7880.845600000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,12.12,118.0,1.0,27.2,69.18,0.0,0.42,0.0,74.33513570311149,8398.2876,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,12.86,117.0,1.0,28.13,67.04,0.0,0.3,0.0,72.70253434372148,8403.341499999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,13.7,116.0,1.0,28.74,64.84,0.0,0.2,0.0,70.9239959393152,8425.786800000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,14.44,115.0,1.0,28.64,63.05,0.0,0.14,0.0,69.24992490970658,8429.4479,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,15.18,117.0,1.0,28.33,61.39,0.0,0.1,0.0,67.61154487215921,9117.679,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,15.91,116.0,1.0,28.13,59.88,0.0,0.07,0.0,66.1582292689277,9079.088699999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,16.65,115.0,2.0,28.33,58.45,0.0,0.05,0.0,64.9537635553168,9006.0086,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,17.49,115.0,2.0,28.23,56.93,0.0,0.03,0.0,63.544927413602416,9187.0422,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,18.23,115.0,2.0,27.82,55.71,0.0,0.02,0.0,62.27002890636875,9347.443500000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,18.97,114.0,2.0,27.2,54.55,0.0,0.02,0.0,60.955249978980476,9280.4575,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,19.71,115.0,2.0,26.9,53.46,0.0,0.01,0.0,59.846316511544806,9643.418399999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,20.45,114.0,2.0,26.69,52.44,0.0,0.01,0.0,58.841394443027944,9533.6903,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,21.29,116.0,2.0,26.49,51.35,0.0,0.01,0.0,57.78012287975857,10117.4574,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,22.03,115.0,3.0,26.18,50.44,0.0,0.0,0.0,56.82944659241368,9995.414,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,22.76,118.0,4.0,25.87,49.61,0.0,0.0,0.0,55.95005808754804,10793.591,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC6503,NGC6503_rotmod.dat,6.26,23.5,115.0,10.0,25.46,48.79,0.0,0.0,0.0,55.03340530986612,10196.3243,ok,SPARC_Lelli2016,observational_raw_ingestion
